provider_name,provider_name_id
INTEGRIS SEMINOLE MEDICAL CENTER,1173
INTEGRIS SOUTHWEST MEDICAL CENTER,1174
INTERFAITH MEDICAL CENTER,1175
INTERMOUNTAIN MEDICAL CENTER,1176
IOWA LUTHERAN HOSPITAL,1177
IOWA METHODIST MEDICAL CENTER,1178
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",1179
IREDELL MEMORIAL HOSPITAL INC,1180
IROQUOIS MEMORIAL HOSPITAL,1181
IRVING COPPELL SURGICAL HOSPITAL LLP,1182
ISLAND HOSPITAL,1183
IU HEALTH GOSHEN HOSPITAL,1184
IU HEALTH WEST HOSPITAL,1185
IVINSON MEMORIAL HOSPITAL,1186
J C BLAIR MEMORIAL HOSPITAL,1187
J PAUL JONES HOSPITAL,1188
JACK HUGHSTON MEMORIAL HOSPITAL,1189
JACKSON COUNTY MEMORIAL HOSPITAL,1190
JACKSON GENERAL HOSPITAL,1191
JACKSON HOSPITAL,1192
JACKSON HOSPITAL & CLINIC INC,1193
JACKSON MEDICAL CENTER,1194
JACKSON MEMORIAL HOSPITAL,1195
JACKSON PARK HOSPITAL,1196
JACKSON PURCHASE MEDICAL CENTER,1197
JACKSON-MADISON COUNTY GENERAL HOSPITAL,1198
JACKSONVILLE MEDICAL CENTER,1199
JACOBI MEDICAL CENTER,1200
JAMAICA HOSPITAL MEDICAL CENTER,1201
JAMES LAWRENCE KERNAN HOSPITAL INC,1202
JAMESON MEMORIAL HOSPITAL,1203
JAMESTOWN REGIONAL MEDICAL CENTER,1204
JANE PHILLIPS MEDICAL CENTER,1205
JAY HOSPITAL,1206
JEANES HOSPITAL,1207
JEFFERSON COUNTY HOSPITAL,1208
JEFFERSON HOSPITAL,1209
JEFFERSON REGIONAL MEDICAL CENTER,1210
JELLICO COMMUNITY HOSPITAL,1211
JENNERSVILLE REGIONAL HOSPITAL,1212
JENNIE EDMUNDSON HOSPITAL,1213
JENNIE STUART MEDICAL CENTER,1214
JENNINGS AMERICAN LEGION HOSPITAL,1215
JERSEY COMMUNITY HOSPITAL,1216
JERSEY SHORE UNIVERSITY MEDICAL CENTER,1217
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,1218
JEWISH HOSPITAL - SHELBYVILLE,1219
"JEWISH HOSPITAL, LLC",1220
JFK MEDICAL CENTER,1221
JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,1222
JOHN C LINCOLN DEER VALLEY HOSPITAL,1223
JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,1224
JOHN D ARCHBOLD MEMORIAL HOSPITAL,1225
JOHN DEMPSEY HOSPITAL,1226
"JOHN ED CHAMBERS MEM HOSP, INC",1227
"JOHN F KENNEDY MEMORIAL HOSPITAL, INC",1228
JOHN H STROGER JR HOSPITAL,1229
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,1230
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1231
JOHN RANDOLPH MEDICAL CENTER,1232
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,1233
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,1234
"JOHNS HOPKINS HOSPITAL, THE",1235
JOHNSON CITY MEDICAL CENTER,1236
JOHNSON MEMORIAL HOSPITAL,1237
JOHNSON REGIONAL MEDICAL CENTER,1238
JOHNSTON MEMORIAL HOSPITAL,1239
JONES MEMORIAL HOSPITAL,1240
JORDAN HOSPITAL INC,1241
JORDAN VALLEY MEDICAL CENTER,1242
JPS HEALTH NETWORK,1243
JUPITER MEDICAL CENTER,1244
KADLEC REGIONAL MEDICAL CENTER,1245
KAISER FOUNDATION HOSP SO SACRAMENTO,1246
KAISER FOUNDATION HOSPITAL,1247
KAISER FOUNDATION HOSPITAL - ANTIOCH,1248
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1249
KAISER FOUNDATION HOSPITAL - DOWNEY,1250
KAISER FOUNDATION HOSPITAL - LOS ANGELES,1251
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,1252
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1253
KAISER FOUNDATION HOSPITAL - SACRAMENTO,1254
KAISER FOUNDATION HOSPITAL - SAN DIEGO,1255
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,1256
KAISER FOUNDATION HOSPITAL - SOUTH BAY,1257
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1258
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1259
KAISER FOUNDATION HOSPITAL - WEST LA,1260
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,1261
KAISER FOUNDATION HOSPITAL ANAHEIM,1262
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,1263
KAISER FOUNDATION HOSPITAL FONTANA,1264
KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD,1265
KAISER FOUNDATION HOSPITAL MANTECA,1266
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,1267
"KAISER FOUNDATION HOSPITAL, RIVERSIDE",1268
KAISER FOUNDATION HOSPITAL-MORENO VALLEY,1269
KAISER FOUNDATION HOSPITAL-SAN JOSE,1270
KAISER FOUNDATION HOSPITAL-SANTA CLARA,1271
KAISER FOUNDATION HOSPITAL-SANTA ROSA,1272
KAISER SUNNYSIDE MEDICAL CENTER,1273
KALEIDA HEALTH,1274
KALISPELL REGIONAL MEDICAL CENTER,1275
KANE COMMUNITY HOSPITAL,1276
KANSAS CITY ORTHOPAEDIC INSTITUTE,1277
KANSAS HEART HOSPITAL,1278
KANSAS MEDICAL CENTER LLC,1279
KANSAS SPINE HOSPITAL LLC,1280
KANSAS SURGERY & RECOVERY CENTER,1281
KARMANOS CANCER CENTER,1282
KATHERINE SHAW BETHEA HOSPITAL,1283
KAWEAH DELTA MEDICAL CENTER,1284
KECK HOSPITAL OF USC,1285
KEEFE MEMORIAL HOSPITAL,1286
KELL WEST REGIONAL HOSPITAL,1287
KENDALL REGIONAL MEDICAL CENTER,1288
KENMORE MERCY HOSPITAL,1289
KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,1290
KENNEWICK GENERAL HOSPITAL,1291
KENSINGTON HOSPITAL,1292
KENT COUNTY MEMORIAL HOSPITAL,1293
KENTUCKIANA MEDICAL CENTER LLC,1294
KENTUCKY RIVER MEDICAL CENTER,1295
KEOKUK AREA HOSPITAL,1296
KERN MEDICAL CENTER,1297
KERSHAW HEALTH,1298
KETTERING MEDICAL CENTER,1299
KETTERING MEDICAL CENTER - SYCAMORE,1300
KILMICHAEL HOSPITAL,1301
KIMBALL MEDICAL CENTER,1302
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,1303
"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE",1304
KING'S DAUGHTERS' MEDICAL CENTER,1305
KINGMAN REGIONAL MEDICAL CENTER,1306
KINGS COUNTY HOSPITAL CENTER,1307
KINGS MOUNTAIN HOSPITAL INC,1308
KINGSBROOK JEWISH MEDICAL CENTER,1309
KINGSTON HOSPITAL,1310
KINGWOOD MEDICAL CENTER,1311
KISHWAUKEE COMMUNITY HOSPITAL,1312
KNAPP MEDICAL CENTER,1313
KNOX COMMUNITY HOSPITAL,1314
KNOX COUNTY HOSPITAL,1315
KONA COMMUNITY HOSPITAL,1316
KOOTENAI MEDICAL CENTER,1317
KOSCIUSKO COMMUNITY HOSPITAL,1318
KUAKINI MEDICAL CENTER,1319
L V STABLER MEMORIAL HOSPITAL,1320
LA PALMA INTERCOMMUNITY HOSPITAL,1321
LA PAZ REGIONAL HOSPITAL,1322
LABETTE HEALTH,1323
LAC+USC MEDICAL CENTER,1324
LAC/HARBOR-UCLA MED CENTER,1325
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,1326
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,1327
LAFAYETTE GENERAL MEDICAL CENTER,1328
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1329
LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,1330
LAHEY CLINIC HOSPITAL,1331
LAKE CHARLES MEMORIAL HOSPITAL,1332
LAKE CITY COMMUNITY HOSPITAL,1333
LAKE CITY MEDICAL CENTER,1334
LAKE CUMBERLAND REGIONAL HOSPITAL,1335
LAKE FOREST HOSPITAL,1336
LAKE GRANBURY MEDICAL CENTER,1337
LAKE HEALTH,1338
LAKE MARTIN COMMUNITY HOSPITAL,1339
LAKE NORMAN REGIONAL MEDICAL CENTER,1340
LAKE POINTE MEDICAL CENTER,1341
LAKE REGION HEALTHCARE CORPORATION,1342
LAKE REGIONAL HEALTH SYSTEM,1343
LAKE WALES MEDICAL CENTER,1344
LAKE WHITNEY MEDICAL CENTER,1345
LAKELAND COMMUNITY HOSPITAL,1346
"LAKELAND HOSPITAL, ST JOSEPH",1347
LAKELAND REGIONAL MEDICAL CENTER,1348
LAKES REGION GENERAL HOSPITAL,1349
LAKES REGIONAL HEALTHCARE,1350
LAKESIDE MEDICAL CENTER,1351
LAKESIDE MEMORIAL HOSPITAL,1352
LAKEVIEW HOSPITAL,1353
LAKEVIEW MED CENTER,1354
LAKEVIEW MEMORIAL HOSPITAL,1355
LAKEVIEW REGIONAL MEDICAL CENTER,1356
LAKEWAY REGIONAL HOSPITAL,1357
LAKEWOOD HOSPITAL,1358
LAKEWOOD RANCH MEDICAL CENTER,1359
LAKEWOOD REGIONAL MEDICAL CENTER,1360
LAMB HEALTHCARE CENTER,1361
LANCASTER GENERAL HOSPITAL,1362
LANCASTER REGIONAL MEDICAL CENTER,1363
LANDER REGIONAL HOSPITAL,1364
"LANDMARK MEDICAL CENTER,  INC",1365
LANE REGIONAL MEDICAL CENTER,1366
LANSDALE HOSPITAL,1367
LAPEER REGIONAL MEDICAL CENTER,1368
LAREDO MEDICAL CENTER,1369
LARGO MEDICAL CENTER,1370
LARKIN COMMUNITY HOSPITAL,1371
LAS COLINAS MEDICAL CENTER,1372
LAS PALMAS MEDICAL CENTER,1373
LASALLE GENERAL HOSPITAL,1374
LATIMER COUNTY GENERAL HOSPITAL,1375
"LAUGHLIN MEMORIAL HOSPITAL, INC",1376
LAUREL REGIONAL MEDICAL CENTER,1377
LAURENS COUNTY HEALTHCARE SYSTEM,1378
LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1379
LAWRENCE & MEMORIAL HOSPITAL,1380
LAWRENCE GENERAL HOSPITAL,1381
LAWRENCE HOSPITAL CENTER,1382
LAWRENCE MEDICAL CENTER,1383
LAWRENCE MEMORIAL HOSPITAL,1384
LDS HOSPITAL,1385
LEA REGIONAL MEDICAL CENTER,1386
LECONTE MEDICAL CENTER,1387
LEE MEMORIAL HOSPITAL,1388
LEE REGIONAL MEDICAL CENTER,1389
LEE'S SUMMIT MEDICAL CENTER,1390
LEESBURG REGIONAL MEDICAL CENTER,1391
LEGACY EMANUEL MEDICAL CENTER,1392
LEGACY GOOD SAMARITAN MEDICAL CENTER,1393
LEGACY MERIDIAN PARK MEDICAL CENTER,1394
LEGACY MOUNT HOOD MEDICAL CENTER,1395
LEGACY SALMON CREEK MEDICAL CENTER,1396
LEHIGH REGIONAL MEDICAL CENTER,1397
LEHIGH VALLEY HOSPITAL,1398
LEHIGH VALLEY HOSPITAL - MUHLENBERG,1399
LENOIR MEMORIAL HOSPITAL,1400
LENOX HILL HOSPITAL,1401
LEONARD J CHABERT MEDICAL CENTER,1402
LEWIS AND CLARK SPECIALTY HOSPITAL,1403
LEWIS COUNTY GENERAL HOSPITAL,1404
LEWISGALE HOSPITAL ALLEGHANY,1405
LEWISGALE HOSPITAL MONTGOMERY,1406
LEWISGALE HOSPITAL PULASKI,1407
LEWISGALE MEDICAL CENTER,1408
LEWISTOWN HOSPITAL,1409
LEXINGTON MEDICAL CENTER,1410
LEXINGTON MEMORIAL HOSPITAL INC,1411
LIBERTY HOSPITAL,1412
LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,1413
LICKING MEMORIAL HOSPITAL,1414
LIMA MEMORIAL HEALTH SYSTEM,1415
LINCOLN MEDICAL & MENTAL HEALTH CENTER,1416
LINCOLN MEDICAL CENTER,1417
LINCOLN SURGICAL HOSPITAL,1418
LITTLE COMPANY OF MARY HOSPITAL,1419
LIVINGSTON REGIONAL HOSPITAL,1420
LOCK HAVEN HOSPITAL,1421
LODI MEMORIAL HOSPITAL,1422
LOGAN MEMORIAL HOSPITAL,1423
LOGAN REGIONAL HOSPITAL,1424
LOGAN REGIONAL MEDICAL CENTER,1425
LOMA LINDA UNIVERSITY MEDICAL CENTER,1426
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,1427
LOMPOC VALLEY MEDICAL CENTER,1428
LONG BEACH MEDICAL CENTER,1429
LONG BEACH MEMORIAL MEDICAL CENTER,1430
LONG ISLAND COLLEGE HOSPITAL,1431
LONG ISLAND JEWISH MEDICAL CENTER,1432
LONGMONT UNITED HOSPITAL,1433
LONGVIEW REGIONAL MEDICAL CENTER,1434
LORETTO HOSPITAL,1435
LORIS COMMUNITY HOSPITAL,1436
LOS ALAMITOS MEDICAL CENTER,1437
LOS ALAMOS MEDICAL CENTER,1438
LOS ANGELES COMMUNITY HOSPITAL,1439
LOS ANGELES METROPOLITAN MEDICAL CTR,1440
LOS ROBLES HOSPITAL & MEDICAL CENTER,1441
LOUIS A WEISS MEMORIAL HOSPITAL,1442
"LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC",1443
LOURDES HOSPITAL,1444
LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,1445
LOVELACE MEDICAL CENTER,1446
LOVELACE WESTSIDE HOSPITAL,1447
LOVELACE WOMEN'S HOSPITAL,1448
LOWELL GENERAL HOSPITAL,1449
LOWER BUCKS HOSPITAL,1450
LOWER KEYS MEDICAL CENTER,1451
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,1452
LOYOLA UNIVERSITY MEDICAL CENTER,1453
LSU HEALTH SCIENCES CENTER - SHREVEPORT,1454
LUBBOCK HEART HOSPITAL LP,1455
LUTHERAN HOSPITAL,1456
LUTHERAN HOSPITAL OF INDIANA,1457
LUTHERAN MEDICAL CENTER,1458
MACNEAL  HOSPITAL,1459
MAD RIVER COMMUNITY HOSPITAL,1460
MADERA COMMUNITY HOSPITAL,1461
MADISON COUNTY HOSPITAL INC,1462
MADISON MEMORIAL HOSPITAL,1463
MADISON RIVER OAKS MEDICAL CENTER,1464
MAGEE GENERAL HOSPITAL,1465
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,1466
MAGNOLIA HOSPITAL,1467
MAGNOLIA REGIONAL HEALTH CENTER,1468
MAIMONIDES MEDICAL CENTER,1469
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,1470
MAIN LINE HOSPITAL LANKENAU,1471
MAIN LINE HOSPITAL PAOLI,1472
MAINE COAST MEMORIAL HOSPITAL,1473
MAINE GENERAL MEDICAL CENTER,1474
MAINE MEDICAL CENTER,1475
MAINLAND MEDICAL CENTER,1476
MAJOR HOSPITAL,1477
MANATEE MEMORIAL HOSPITAL,1478
MANCHESTER MEMORIAL HOSPITAL,1479
MANHATTAN SURGICAL HOSPITAL LLC,1480
MAPLE GROVE HOSPITAL,1481
MARGARET R PARDEE MEMORIAL HOSPITAL,1482
MARIA PARHAM MEDICAL CENTER,1483
MARIAN COMMUNITY HOSPITAL,1484
MARIAN MEDICAL CENTER,1485
MARICOPA MEDICAL CENTER,1486
MARIETTA MEMORIAL HOSPITAL,1487
MARIN GENERAL HOSPITAL,1488
MARINA DEL REY HOSPITAL,1489
MARION GENERAL HOSPITAL,1490
MARION REGIONAL HOSPITAL,1491
MARION REGIONAL MEDICAL CENTER,1492
MARLBORO PARK HOSPITAL,1493
MARLBOROUGH HOSPITAL,1494
MARQUETTE GENERAL HOSPITAL,1495
MARSHALL MEDICAL CENTER (1-RH),1496
MARSHALL MEDICAL CENTER NORTH,1497
MARSHALL MEDICAL CENTER SOUTH,1498
MARSHALLTOWN MEDICAL & SURGICAL CENTER,1499
MARTHA JEFFERSON HOSPITAL,1500
MARTIN GENERAL HOSPITAL,1501
MARTIN MEMORIAL MEDICAL CENTER,1502
MARY BLACK MEMORIAL HOSPITAL,1503
MARY GREELEY MEDICAL CENTER,1504
MARY HITCHCOCK MEMORIAL HOSPITAL,1505
MARY IMMACULATE HOSPITAL,1506
MARY IMOGENE BASSETT HOSPITAL,1507
MARY LANNING MEMORIAL HOSPITAL,1508
MARY RUTAN HOSPITAL,1509
"MARY WASHINGTON HOSPITAL, INC",1510
MARYLAND GENERAL  HOSPITAL,1511
MARYMOUNT HOSPITAL,1512
MARYVALE HOSPITAL,1513
MASONIC HOME AND HOSPITAL,1514
MASSACHUSETTS GENERAL HOSPITAL,1515
MASSENA MEMORIAL HOSPITAL,1516
MAT-SU REGIONAL MEDICAL CENTER,1517
MATAGORDA REGIONAL MEDICAL CENTER,1518
MAUI MEMORIAL MEDICAL CENTER,1519
MAURY REGIONAL HOSPITAL,1520
MAYO CLINIC,1521
MAYO CLINIC - SAINT MARYS HOSPITAL,1522
MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,1523
MAYO CLINIC HEALTH SYSTEM - AUSTIN,1524
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,1525
MAYO CLINIC HEALTH SYSTEM - MANKATO,1526
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1527
"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",1528
MAYO CLINIC HOSPITAL,1529
MAYO CLINIC METHODIST HOSPITAL,1530
MC DONOUGH DISTRICT HOSPITAL,1531
MCALESTER REGIONAL HEALTH CENTER,1532
"MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C",1533
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,1534
MCCURTAIN MEMORIAL HOSPITAL,1535
MCDUFFIE REGIONAL MEDICAL CENTER,1536
MCKAY DEE HOSPITAL CENTER,1537
MCKEE MEDICAL CENTER,1538
MCKENZIE REGIONAL HOSPITAL,1539
MCKENZIE-WILLAMETTE MEDICAL CENTER,1540
MCLAREN - GREATER LANSING,1541
MCLAREN BAY REGION,1542
MCLAREN FLINT,1543
MCLAREN OAKLAND,1544
MCLEOD MEDICAL CENTER - DARLINGTON,1545
MCLEOD MEDICAL CENTER - DILLON,1546
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,1547
MCNAIRY REGIONAL HOSPITAL,1548
MCPHERSON HOSPITAL INC,1549
MEADOWLANDS HOSPITAL MEDICAL CENTER,1550
MEADOWS REGIONAL MEDICAL CENTER,1551
MEADOWVIEW REGIONAL MEDICAL CENTER,1552
MEADVILLE MEDICAL CENTER,1553
MEASE COUNTRYSIDE HOSPITAL,1554
MEASE HOSPITAL DUNEDIN,1555
MECOSTA COUNTY MEDICAL CENTER,1556
MEDCENTER ONE,1557
MEDCENTRAL HEALTH SYSTEM,1558
MEDICAL ARTS HOSPITAL,1559
MEDICAL CENTER AT ELIZABETH PLACE,1560
MEDICAL CENTER BARBOUR,1561
MEDICAL CENTER ENTERPRISE,1562
MEDICAL CENTER HOSPITAL,1563
MEDICAL CENTER OF ARLINGTON,1564
"MEDICAL CENTER OF AURORA, THE",1565
MEDICAL CENTER OF CENTRAL GEORGIA,1566
MEDICAL CENTER OF LEWISVILLE,1567
MEDICAL CENTER OF MCKINNEY,1568
MEDICAL CENTER OF NEWARK LLC,1569
MEDICAL CENTER OF PLANO,1570
MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA,1571
MEDICAL CENTER OF THE ROCKIES,1572
MEDICAL CENTER OF TRINITY,1573
MEDICAL CENTER SOUTH ARKANSAS,1574
"MEDICAL CENTER, THE",1575
MEDICAL CITY DALLAS HOSPITAL,1576
MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1577
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,1578
MEDICAL PARK HOSPITAL,1579
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",1580
MEDINA HOSPITAL,1581
MEDINA MEMORIAL HOSPITAL,1582
MEDWEST HARRIS,1583
MEDWEST HAYWOOD,1584
MEMORIAL  MEDICAL CENTER,1585
MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN,1586
"MEMORIAL HEALTH UNIV MED CEN, INC",1587
MEMORIAL HEALTHCARE,1588
"MEMORIAL HEALTHCARE SYSTEM, INC",1589
MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,1590
MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,1591
MEMORIAL HERMANN HOSPITAL SYSTEM,1592
MEMORIAL HERMANN KATY HOSPITAL,1593
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,1594
MEMORIAL HERMANN NORTHEAST,1595
MEMORIAL HERMANN SUGAR LAND HOSPITAL,1596
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,1597
MEMORIAL HERMANN TEXAS MEDICAL CENTER,1598
MEMORIAL HOSPITAL,1599
MEMORIAL HOSPITAL & PHYSICIAN GROUP,1600
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,1601
MEMORIAL HOSPITAL AND MANOR,1602
MEMORIAL HOSPITAL AT EASTON,1603
MEMORIAL HOSPITAL AT GULFPORT,1604
MEMORIAL HOSPITAL CENTRAL,1605
MEMORIAL HOSPITAL JACKSONVILLE,1606
MEMORIAL HOSPITAL LOS BANOS,1607
MEMORIAL HOSPITAL MIRAMAR,1608
MEMORIAL HOSPITAL OF ADEL INC,1609
MEMORIAL HOSPITAL OF CARBONDALE,1610
MEMORIAL HOSPITAL OF GARDENA,1611
MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,1612
MEMORIAL HOSPITAL OF RHODE ISLAND,1613
MEMORIAL HOSPITAL OF SALEM COUNTY,1614
MEMORIAL HOSPITAL OF SOUTH BEND,1615
MEMORIAL HOSPITAL OF STILWELL,1616
MEMORIAL HOSPITAL OF TAMPA,1617
MEMORIAL HOSPITAL OF TEXAS COUNTY,1618
MEMORIAL HOSPITAL OF UNION COUNTY,1619
MEMORIAL HOSPITAL PEMBROKE,1620
MEMORIAL HOSPITAL SWEETWATER COUNTY,1621
MEMORIAL HOSPITAL WEST,1622
MEMORIAL HOSPITAL YORK,1623
"MEMORIAL HOSPITAL, INC  TOWANDA",1624
MEMORIAL MEDICAL CENTER,1625
MEMORIAL MEDICAL CENTER INC,1626
MEMORIAL MEDICAL CENTER LIVINGSTON,1627
MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,1628
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,1629
MEMORIAL REGIONAL HOSPITAL,1630
MENA REGIONAL HEALTH SYSTEM,1631
MENIFEE VALLEY MEDICAL CENTER,1632
MENORAH MEDICAL CENTER,1633
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,1634
MERCY FITZGERALD HOSPITAL,1635
MERCY FRANCISCAN HOSPITAL - MT AIRY,1636
MERCY FRANCISCAN HOSPITAL WESTERN HILLS,1637
MERCY GENERAL HOSPITAL,1638
MERCY GILBERT MEDICAL CENTER,1639
MERCY HEALTH CENTER,1640
"MERCY HEALTH CENTER, INC",1641
"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",1642
"MERCY HEALTH PARTNERS, MERCY CAMPUS",1643
MERCY HLTH SYS CORP,1644
MERCY HOSPITAL,1645
MERCY HOSPITAL - CADILLAC,1646
MERCY HOSPITAL - GRAYLING,1647
MERCY HOSPITAL AND MEDICAL CENTER,1648
MERCY HOSPITAL ANDERSON,1649
MERCY HOSPITAL CLERMONT,1650
MERCY HOSPITAL EL RENO,1651
MERCY HOSPITAL FAIRFIELD,1652
MERCY HOSPITAL INC,1653
MERCY HOSPITAL OF DEFIANCE,1654
MERCY HOSPITAL OF FOLSOM,1655
MERCY HOSPITAL OF KANSAS INDEPENDENCE,1656
MERCY HOSPITAL ST LOUIS,1657
MERCY HOSPITAL WASHINGTON,1658
MERCY MED CTR OF OSHKOSH,1659
MERCY MEDICAL CENTER,1660
MERCY MEDICAL CENTER - CEDAR RAPIDS,1661
MERCY MEDICAL CENTER INC,1662
MERCY MEDICAL CENTER REDDING,1663
MERCY MEDICAL CENTER-CLINTON,1664
MERCY MEDICAL CENTER-DES MOINES,1665
MERCY MEDICAL CENTER-DUBUQUE,1666
MERCY MEDICAL CENTER-NORTH IOWA,1667
MERCY MEDICAL CENTER-SIOUX CITY,1668
MERCY MEMORIAL HEALTH CENTER,1669
MERCY MEMORIAL HOSPITAL SYSTEM,1670
MERCY REGIONAL HEALTH CENTER,1671
MERCY REGIONAL MEDICAL CENTER,1672
MERCY SAN JUAN MEDICAL CENTER,1673
MERCY ST ANNE HOSPITAL,1674
MERCY ST CHARLES HOSPITAL,1675
MERCY ST VINCENT MEDICAL CENTER,1676
MERCY SUBURBAN HOSPITAL,1677
MERCY TIFFIN HOSPITAL,1678
MERITER HSPTL,1679
MERITUS MEDICAL CENTER,1680
MERRIMACK VALLEY HOSPITAL,1681
METHODIST AMBULATORY SURGERY HOSPITAL NW,1682
METHODIST CHARLTON MEDICAL CENTER,1683
METHODIST DALLAS MEDICAL CENTER,1684
METHODIST HEALTHCARE FAYETTE HOSPITAL,1685
METHODIST HEALTHCARE MEMPHIS HOSPITALS,1686
METHODIST HOSPITAL,1687
METHODIST HOSPITAL FOR SURGERY,1688
METHODIST HOSPITAL OF CHICAGO,1689
METHODIST HOSPITAL OF SACRAMENTO,1690
METHODIST HOSPITAL OF SOUTHERN CA,1691
"METHODIST HOSPITAL,THE",1692
METHODIST HOSPITALS INC,1693
METHODIST MANSFIELD MEDICAL CENTER,1694
METHODIST MCKINNEY HOSPITAL,1695
METHODIST MEDICAL CENTER OF ILLINOIS,1696
METHODIST MEDICAL CENTER OF OAK RIDGE,1697
METHODIST RICHARDSON MEDICAL CENTER,1698
METHODIST STONE OAK HOSPITAL,1699
METHODIST SUGAR LAND HOSPITAL,1700
METHODIST WEST HOUSTON HOSPITAL,1701
METHODIST WILLOWBROOK HOSPITAL,1702
METRO HEALTH HOSPITAL,1703
METRO HEALTH MEDICAL CENTER,1704
METRO NASHVILLE GENERAL HOSPITAL,1705
METROPLEX HOSPITAL,1706
METROPOLITAN HOSPITAL CENTER,1707
METROPOLITAN HOSPITAL OF MIAMI,1708
METROSOUTH MEDICAL CENTER,1709
METROWEST MEDICAL CENTER,1710
MIAMI COUNTY MEDICAL CENTER,1711
MIAMI VALLEY HOSPITAL,1712
MID COAST HOSPITAL,1713
MID-COLUMBIA MEDICAL CENTER,1714
MIDDLE TENNESSEE MEDICAL CENTER INC,1715
MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,1716
MIDDLESEX HOSPITAL,1717
MIDLAND MEMORIAL HOSPITAL,1718
MIDMICHIGAN MEDICAL CENTER-CLARE,1719
MIDMICHIGAN MEDICAL CENTER-GRATIOT,1720
MIDMICHIGAN MEDICAL CENTER-MIDLAND,1721
MIDSTATE MEDICAL CENTER,1722
"MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL, LLC",1723
MIDWEST REGIONAL MEDICAL CENTER,1724
MIDWEST SURGICAL HOSPITAL LLC,1725
MIDWESTERN REGION MED CENTER,1726
MILAN GENERAL HOSPITAL,1727
"MILE BLUFF MEDICAL CENTER, INC",1728
MILES MEMORIAL HOSPITAL (LINCOLN COUNTY HEALTHCARE,1729
"MILFORD HOSPITAL, INC",1730
MILFORD REGIONAL MEDICAL CENTER,1731
MILLCREEK COMMUNITY HOSPITAL,1732
MILTON HOSPITAL INC,1733
MILTON S HERSHEY MEDICAL CENTER,1734
